Hospital Name,Address,District ,City,State,Pincode
Saveera Institute Of Medical Sciences Pvt Ltd,"1-1348,Sri Nagar Colony Extension,Nh-44,Opp Sakshi Office,Anantapuramu-515004",Anantapur,Ananthapur,Andhra Pradesh,515004
"Kims Hospital Kurnool Private Limited
","Plot No 27& 28,Joharapuram Road,Kurnool",Kurnool,Kurnool,Andhra Pradesh,518004
Kims Icon Hospital,"#32-11-02, Sheelanagar,Bhpv Post,Visakhapatnam",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530012
Kims Sai Seshadri Hospital (A Unit Of Arunodaya Ho,"New Bridge Road, Near Datta Temple, Pn Colony Junction",Srikakulam,Srikakulam,Andhra Pradesh,532001
Krishna Institute Of Medical Sciences Ltd,"#77-7-7, Katari Gardens, Seelam Nookaraju Complex Street",East Godavari,Rajahmundry,Andhra Pradesh,533103
Maurya Hospital (Gowri Sarayu Healthcare Services),"Door Num: 19-7-21/1, Mantripragada Vari Street ,Suryanarayanapuram,Near Santha Chervu Market,Cinema Road,Kakinada-Egdt",Kakinada,Kakinada,Andhra Pradesh,533001
Vedanta Hospitals,Door No 15-11-154 Beside Of Vasavi Cloth Market Near To Best Price Super Market Mangalagriri Road Guntur,Guntur,Guntur,Andhra Pradesh,522001
Imperial Hospital,"A Unit Of Mukunda Healthcare Pvt Ltd\\N#27-14-13/A Jp Road,Bhimavaram",West Godavari,Bhimavaram ,Andhra Pradesh,534202
Venkatarama Hospital,"#47-7-43, 4Th Lake, Dwaraka Nagar",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530016
Surya Global Multispeciality & Cancer Reesearch Centre,"#1-82/A, Near Railway Crossing, Madhavpathanam Junction, Samalkot Road, Kakinda - 533005",Kakinada,Kakinada,Andhra Pradesh,533005
Care  Cure Multispeciality Hospital,"# 13-2-392-4, Care & Cure Circle, Ntr Marg, Near Rtc Bus Stand, Ananthapuramu Town And District",Anantapur,Ananthapur,Andhra Pradesh,515001
Sri Sai Pvr Hospitals,"#8-10-1398, Vijayanagaram Market, Behind Leela Mahal Theatre City",Vizianagaram,Vizianagaram,Andhra Pradesh,535002
M/S Indus Heart Institute,"Door No: 2/402-A2, Beside Sbi Main Branch, Srinivasa Centre, Nandyal, Andhra Pradesh",Nandyal,Srinivasa Nagar,Andhra Pradesh,518501
Kumar Ortho And Multi Speciality Hospital,"12-3-957, Opp. New State Bank Of India,  Jesus Nagar, Ananthapuramu",Anantapur,Ananthapur,Andhra Pradesh,515001
Aayush Nri Lepl Health Care Pvt Ltd,"#48-13-3 & 3A, Opposite Siddhartha Medical College, Ring Road, Sri Ramachandra Nagar",Krishna,Vijayawada,Andhra Pradesh,520008
Rotary Eye Hospital,"Katuru Road, Vuyyuru, Vuyyuru-Indupally Road",Krishna,Vuyyuru,Andhra Pradesh,521165
Aims Hospital,Opp.Sbi Anjaiah Road Ongole Prakasam,Prakasam,Ongole,Andhra Pradesh,523001
Shine Speciality Hospital,"D.No: 16-10-41/2, Srihari Nagar, 2Nd Cross Road, Near Narayana School Street, Minibypass Road, Nellore",Nellore,Nellore,Andhra Pradesh,524003
Padmavathi Hospital Mother & Child Care Centre,"Door No.56-2-5, Patamata",Krishna,Vijayawada,Andhra Pradesh,520010
Kanaka Durga Hospital (A Unit Of Dr K B Chowdary H,"Door No.15-6-10A Kanakadurga Nursing Home Road, Near Zilla Parishad",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530002
Latha Superspeciality Hospital,"#29-14-58, Prakasam Road, Suryaraopet",Krishna,Vijayawada,Andhra Pradesh,520002
Citi Orthopedic Centre,"#32-6-184, Sikhamani Centre, Prajasakthi Nagar",Krishna,Vijayawada,Andhra Pradesh,520010
Adarsha Medical Center Private Limited,"Sundaraiah Bhavan Road., Near Rangarayudu Cheruvu, Ongole,Andhra Pradesh",Prakasam,Ongole,Andhra Pradesh,523001
Sai Shashini Multi Speciality Hospital.,"Sai Shashini Multi Speciality Hospital     D.No:37-1-169/39,    Sudaraiah Bhavan Road,    Ongole",Prakasam,Ongole,Andhra Pradesh,523001
Manne Pardhasaradhi Memorial Orthopedic Hospital,"Dibbal Road, Near R.T.C.Depot, Kurnool Road, Ongole, Prakasam(Dt), Andhra Pradesh - 523001",Prakasam,Ongole,Andhra Pradesh,523001
Satyam Orthopaedic Medicine  Surgery Hospital,"D No 27-11-7/3, Rk Manor, Radha Krishna Netralaya Building, Juvvalapalem Road, Old Bjp Office Road, Bhimavaramwest Godavari",West Godavari,Bhimavaram ,Andhra Pradesh,534202
Upas Super Speciality Hospital,"D.No:25-36-240. # Near Railway Station Road,  Ward-14,Santhapet ,Ongole-City  Prakasam",Prakasam,Ongole,Andhra Pradesh,523001
Bhuvaneswari Hospitals,"Bendapudi Vari Street, Rr Peta, Eluru-534002, West Godavari, Andhra Pradesh",Eluru,Eluru,Andhra Pradesh,534002
Padmaja Hospital,"7-15-12, Old Gajuwaka,Visakhapatnam",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530026
Trust Hospital,"Kala Nagar, Near Benz Circle, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520010
Surya Hosptial,"1/334,Maruthi Nagar,Near R.T.C Bust Stand, Kadapa.A.P",Ysr Kadapa,Kadapa,Andhra Pradesh,516001
Svr Neuro Hospital,"Shivananda Street, Mg Road, Labbipet",Krishna,Vijayawada,Andhra Pradesh,520010
Babu Multispeciality Hospital,"D.No:10-13-486,Reddy & Reddy Colony, (Old Vyshnavi Childern Hospital),Rush Hospital Road,Tirupati",Tirupati  ,Tirupati,Andhra Pradesh,517501
Giridhar Ent Hospital,"#29-8-39, Chilluku Durgaya Street, Nakkal Road, Suryaraopet",Krishna,Vijayawada,Andhra Pradesh,520002
Rsr Ent Super Speciality Hospital,"D No 50/760-A-56-B-1, Gayathri Estates, Kurnool",Kurnool,Kurnool,Andhra Pradesh,518002
"Sri Dhaatri Orthopaedic,Maternity& Gynaecology Centre","Kanakadurga Gazetted Officers Colony, Gurunanak Road, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520010
Mohan Gandhi American Kidney Institute,"54-15-14/2A, Near Novotel Hotel,                    Nh-5 Service Road, Bharathi Nagar, Vijayawada, Krishna",Krishna,Vijayawada ,Andhra Pradesh,520008
Ramachandra Sankara Netra Chikitsalaya Llp,"D,No-15-39,Subbareddy Colony,Jangareddygudem ,Westgodavari Andhrapradesh",Eluru,Jangareddygudem,Andhra Pradesh,534447
Sai Srinivasa Hospital,"3/221-1, Christain Lane, Kadapa -Ysr District",Ysr Kadapa,Kadapa,Andhra Pradesh,516001
Pavani Multi Speciality Hospital,"#12-3-195, 5Th Cross, Sai Nagar",Anantapur,Ananthapur,Andhra Pradesh,515001
Devi Nursing Home,"25-585, Pardhasaradhy Nagar, Puttaparthy Road",Anantapur,Ananthapur,Andhra Pradesh,515671
Pranavi Nursing Home,Subbaraopet,West Godavari,Tadepalligudem,Andhra Pradesh,534101
Mrudula Hospital,"# 1/102, George Reddy Street, Yerramukkapalli",Ysr Kadapa,Kadapa,Andhra Pradesh,516004
Sree Prathima Super Speciality Hospital,"Door No 12-11-648, Ramireddy Thoata Near Manipuram Bridge, Near Bus Station Guntur-522001 Andhra Pradesh",Guntur,Guntur,Andhra Pradesh,522001
Unity Hospitals,"29-5-7,Cherukupallivari Street,Near Saptagiri College,Governorpet,Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520002
Vision Emergency And Multispecialty Hospital,"70-1-32/47A, Nfcl Road, Nagamallithota Junction, Ramanayyapeta Village, Kakinada Rural, East Godavari",Kakinada,Kakinada,Andhra Pradesh,533005
Baggu Sarojini Devi Hospital,"Door No.2-2-132, Illispuram Junction, Beside Zilla Judge Court",Srikakulam,Srikakulam,Andhra Pradesh,532001
Bhavya Nursing Home,"Near Gandhi Statue, Gandhi Road",Ysr Kadapa,Proddatur,Andhra Pradesh,516360
St Josephs General Hospital,Opposite Ac College Near Flyover,Guntur,Guntur,Andhra Pradesh,522004
Rajasekhar Hospitals,"#12-1-25/172,Opp : Bose Statue Kothpet,Guntur",Guntur,Guntur,Andhra Pradesh,522001
Jhansi Nursing Home,"Adhanki Road, Prakasam Road",Prakasam,Darsi,Andhra Pradesh,523247
Sri Krishna Hospital,"Old Post Office Road, Akkayyapalem",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530016
Gummadi Childrens Hospital,"Old Bank Road,  Kotha Peta,  Guntur",Guntur,Guntur,Andhra Pradesh,522001
Kraanthi Specialityy Hospital Pvt Ltd,"#13-2-391/1,Ameya Towers,Old Kvs Function Hall, Near Rtc Busstand, Ramachandra Nagar, Anantapur-515001,Andhra Pradesh.",Anantapur,Ananthapur,Andhra Pradesh,515001
Life Line Hospitals,"Door No: 16-1-265, Mallamma Center Narasaraopet, Guntur",Palnadu,Narasaraopet,Andhra Pradesh,522601
Prashanth Hospital,"39-2-19/12/1A, Apseb City Central Colony, Off. Mg Road, Labbipet, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520010
Krishna Multi Speciality Hospital,"#675/2B-1,Brahmin Street, Near Shivalayam, Rayachoti,Ysr Kadapa",Ysr Kadapa,Rayachoti,Andhra Pradesh,516269
L V Prasad Eye Institute,"Gmr Varalakshmi Campus, \Nd.No:11-113/1,",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530040
Veeraiah Chowdary Ortho Trauma & Multi Specialty Hospital,"Over Bridge Entrance, Vinukonda Road, Narasaraopet, Guntur Dist, Andhra Pradesh",Palnadu,Narasaraopet,Andhra Pradesh,522601
S J Hospital,D.No : 1-295,Kurnool,Kurnool,Andhra Pradesh,518003
Aarif Nursing Home,"#10-36-8, Lane Beside Royal Fort, Hotel Ramnagar, Opposite Gvmc Out Gate",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530020
Mani Hospitals ( A Unit Of Mani Enterprises),"D No: 97-37-11, Manin Road, Narsipatnam",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,531116
Meher Hospitals,"#26-20-5, Gandhi Nagar, Swamy Street",Krishna,Vijayawada,Andhra Pradesh,520003
Topstars Hospitals Private Limited,"10-35,Bandar Road, Kanuru, Penamaluru Mandal, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520007
Inodaya Hospitals- A Unit Of Godavarthy Narasimha Murthy Healthcare Private Limited,"Nfcl Road, Nagamallithota Jn. Kakinada",Kakinada,Kakinada,Andhra Pradesh,533001
Narayana Reddy Eye Hospital,"Canal Road, Near Andhra Bank Atm",East Godavari,Anaparthy,Andhra Pradesh,533342
Giggles Hospital Women And Children ( A Unit Of Incor Hospitals Vizag Pvt Ltd),"Beside Omni Hospitals, Waltair Main Road, Opp. Lions Club Of Visakhapatnam, Ram Nagar, Visakhapatnam, Andhra Pradesh",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530002
Omni R K Hospital (A Unit Of Incor Hospitals Vizag),"Opposite Lions Club, Waltair Main Road, Ram Nagar",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530002
Keerthi Hospital,"Opposite Srysp College, Challapalli, Krishna",Krishna,Challapalli,Andhra Pradesh,521126
Pranahitha Multi Speciality Hospital,"# 12-25-29/A, Boss Statue Circle, Main Road Kothapet, Guntur - .",Guntur,Guntur,Andhra Pradesh,522001
"Omni Hospitals (A Unit Of Incor Padmachandra Hospitals Pvt. Ltd.,)","#46/93-35-1,
Budhawar Peta, 
Kurfnool - 518002 (Andhra Pradesh)",Kurnool,Kurnool,Andhra Pradesh,518002
Swami Super Speciality Netralayam,"25/300H2, Sanjeeva Nagar, Besides Satya Sai Kalyanamandapam, Nandyal",Nandyal,Nandyal,Andhra Pradesh,518501
Praja Vydyasala,"Gujjanagundla
Guntur-522006",Guntur,Guntur,Andhra Pradesh,522006
Aswani Nursing Home,"D.No:12-25-97, Opp:Leela Mahal ,Kothapet Guntur",Guntur,Guntur,Andhra Pradesh,522001
Narayana Super Speciality Hospital,"Dr Jyothi Kamprasad Building, Old Club Road, Kothapet,",Guntur,Guntur,Andhra Pradesh,522001
Usha Nursing Home,"Opposite Narayana School,Near Ongulu Bus Stand ,Gurramvari Street",Nellore,Nellore,Andhra Pradesh,524201
Capital Hospitals (A Unit Of Capital Tree Health Care Pvt Ltd. Initiative),"D.No:15-177/1, Bundar Road, Poranki, Vijayawada-521137.",Krishna,Vijayawada,Andhra Pradesh,521137
Sai Sindhura Institute Of Medical Sciences,"D No 1-192, Tarlupadu Road, Beside Sbi, Markapur, Prakasam",Prakasam,Markapur,Andhra Pradesh,523316
Lv Prasad Eye Institute,"Kode Venkatadri Chowdary Campus, Tadigadapa",Krishna,Vijayawada,Andhra Pradesh,521137
Chakradhar Hospitals,"#85-6-24/1, Rtc Complex Road, Vl Puram Junction",East Godavari,Rajahmundry,Andhra Pradesh,533103
Lmr Multi Speciality Hospital,"#13-3-187,Srinivasa Nagar,Indian Bankroad,Behind R.T.C. Bus Stand,Anantapuramu -515001.   08554-221048.
Phone: 9704535050,9885800016,9703004112,9703004114",Anantapur,Ananthapur,Andhra Pradesh,515001
Niranjan Ent Hospital,"60 Feet Road, Satyanarayanapuram, Ongole, Prakasam",Prakasam,Ongole,Andhra Pradesh,523002
New Life Emergency  Super Speciality Hospital,"Besides R.T.C Bus Stand , Srinivasa Deluxe Road, Palakol  ,West Godavari",West Godavari,Palakol,Andhra Pradesh,534260
Sri Madhava Hospitals,"Sy N O: 201/3, Tallapalem, Kasimkota, Visakhapatnam, Andhra Pradesh",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,531020
Mother Hospital,"#6-2-145, Opposite To Anjaneyaswamy Temple, Bhavani Nagar",Chittoor,Tirupati,Andhra Pradesh,517501
Seven Hills Multispeciality Hospital,"D.No:2/429A,Opp:Pratap Theatre,Balaji Complex,Nandyal,Kurnool(Dist).Andhra Pradesh.",Nandyal,Nandyal,Andhra Pradesh,518501
Sri Isha Retina Foundation- Eye Hospital,"Csi Dyva Krupa Complex, Prakasam Rd, Surya Rao Peta, Opp:Federal Bank, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520002
Anu Hospitals,"#33-18-1, Cvk Street, Near Puspha Hotel",Krishna,Vijayawada,Andhra Pradesh,520002
American Oncology Institute,#4-748,Guntur,Guntur,Andhra Pradesh,522509
Sree Ahobila Super Speciality Hospital ( A Unit Of Sree Ahobala Hospital Services),"# 2-24-18 & 19,Janmabhoomi Park Road, Srinagar, Kakinada, East Godavari",Kakinada,Kakinada,Andhra Pradesh,533003
Sri Lakshmi Nursing Home,"3Rd Lane Naidupet
Amaravathi Road
Guntur",Guntur,Guntur,Andhra Pradesh,522007
Lotus Hospitals For Women  Children,"10-59-9,Opp. Waltair Club, Siripuram, Visakhapatnam",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530003
Andhra Hospitals (Eluru) Pvt Ltd,"D.No:23A-8-8,Bendapudi Vari Street, R.R.Pet",Eluru,Eluru,Andhra Pradesh,534002
Manchu Eye Care Hospital,"D.No: 2-2-54,\Nillispuram Road,\Nnear Bhadramma Temple\Nsrikakulam-532001",Srikakulam,Srikakulam,Andhra Pradesh,532001
Sree Latha Hospital,"#12 -21 4, Aryapuram",East Godavari,Rajahmundry,Andhra Pradesh,533104
Star Pinnacle Heart Centre Pvt Ltd,"Plot No. 10, 11 & 12, Apiic Health City, Chinnagadili, Arilova, Visakhapatnam.",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530040
Prasanthi Hospital,8-5-28/29  Hegde Vari Street Near Saibaba Temple Sbi Main Branch Area,Palnadu,Sattenapalle,Andhra Pradesh,522403
Sai Madhavi Hospital,"6-64, Pulliah Street, Ramavarappadu, Vijayawada,",Krishna,Vijayawada,Andhra Pradesh,521108
Harshitha Hospital,"Door No.568, Reddy And Reddy Colony",Chittoor,Tirupati,Andhra Pradesh,517501
Remedy Multi Speciality Hospital,3/116 Opp Police Gate  Christian Lane Kadapa,Ysr Kadapa,Kadapa,Andhra Pradesh,516001
Padmavathi Hospital,"Ramanagaram, Challapalli",Krishna,Vijayawada,Andhra Pradesh,521126
Sreenivasa Multispeciality Hospital,"H.No,28/271,Near Iron Bridge, ",Anantapur,Ananthapur,Andhra Pradesh,515005
Ishaan Childrens Hospital,"Sivalingam Palli Street, Beside Sreedevi Scan Center, Kadapa",Ysr Kadapa,Kadapa,Andhra Pradesh,516001
Santharam Hospital And Poly Clinic,"D.No : 7-285, Main Road,  Dowlaiswaram,  East Godavari , Andhra Pradesh,",East Godavari,Dowlaiswaram,Andhra Pradesh,533125
Siddhardha Childrens And Multi Speciality Hospital,"85-6-16, Vaka Gardens, V.L.Puram, Near Vinayaka Temple, Rajamahendravaram",East Godavari,Rajahmundry,Andhra Pradesh,533107
Teja Nursing Home,"Prathipati Vari Veedhi, Old Palnadu Bus Stand, Palanadu Road, Narasaraopet",Palnadu,Narasaraopet,Andhra Pradesh,522601
Lakshmi Srinivasa Multi Speciality Hospital,"37-1-169/56, Sundaraiah Bhavan Road,  Ongole, Prakasam",Prakasam,Ongole,Andhra Pradesh,523002
Sri Krishna Nursing Home,"297/3,Purushothama Patnam&#039;   Near Cross Roads,Nh-16 City:Chilakaluripet",Guntur,Chilakaluripet,Andhra Pradesh,522616
Amrutha Chest Centre,"165/10/235, Bank Colony, Sri Hari Nagar, Mini Bypass Road, Nellore",Nellore,Nellore,Andhra Pradesh,524003
Gajuwaka Hospitals Private Limited,"D No.26-16-7, Chaitanya Nagar, China Gantyada, Gajuwaka, Visakhapatnam, Andhra Pradesh, India, Pin: 530026",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530026
Ravi Mother & Children Hospital,Anjaiah Road,Prakasam,Ongole,Andhra Pradesh,523002
Surendra Multispeciality Hospitals,"2-287, Cherlopalli, Opp Thatithopu, Tirupathi",Tirupati  ,Tirupati,Andhra Pradesh,517502
Vedanta Women And Childrens Hospital ( A Unit Of Vedanta Polyclinic Llp),"Hig 10-37, Pm Palem 80 Feet Road,  Besides Indian Bank Madhurawada,  Pothinamallayya Palem,  Visakhapatnam,",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530041
Sevita Nursinghome,"Karnool Road
Near Swathi Kalyana Mandapam
Ongole-523002",Prakasam,Ongole,Andhra Pradesh,523002
Suraksha Kidz Multispeciality Hospital,"D.No:581/E-1,Icici Bank Lane, Reddy & Reddy Colony, Tirupati,Chittoor(Dt)",Tirupati  ,Tirupati,Andhra Pradesh,517501
Life Hospital,"#13-8-115,Old Club Road, Kothapet",Guntur,Guntur,Andhra Pradesh,522001
Latha Childrens Hospital,"Door No: 10-02-30 2Nd Lane, Sambasivapet, Womens College Road, Guntur",Guntur,Guntur,Andhra Pradesh,522001
Apex Hospital,"D.No. 60-6-10, 3Rd Line, Siddarth Nagar, Polyclinic Road,     Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520010
Pragati Super Speciality Hospital,"#75-6-18, Prakash Nagar Main Road, Near Prakash Nagar",East Godavari,Rajahmundry,Andhra Pradesh,533103
Vamsi Heart Care Center,"33-25-33B/2 Bellapu Sobhanadri Street, Kasturibaipet",Krishna,Vijayawada ,Andhra Pradesh,520002
A . J. Global Health Care Hospital,"Beside Bhashyam School,
100 Feet Ring Road, Vinayaka Nagar,
Vizianagaram - 02, Andhra Pradesh",Vizianagaram,Vizianagaram,Andhra Pradesh,535002
Cbr Kurnool Ramesh Hospitals,"Shop No.42, Back Side Of D Mart, Ballary Chowrasta, Raga Mayuri Complex,",Kurnool,Kurnool,Andhra Pradesh,518003
Asian Institute Of Nephrology  Urology (Vizag) Pvt Ltd,"D.No :- 44-11-12, 1St Lane, Dwarakanagar, Near Diamond Park, Visakhapatnam",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530016
Satya Kidney Multispeciality Hospital,"86-10-11/1,Opp Jakkampudi Rammohan Rao Old House ,Gvs Apparao Strret Tilak Road Rajamahendravaram",East Godavari,Rajahmundry,Andhra Pradesh,533103
Isha Multi Speciality Hospital,"D No 22-51/2, Kakani Nagar,Chandarlapadu Road, Nandigama, Krishna",Krishna,Nandigama,Andhra Pradesh,521185
Aieh (A Unit Of Yashvedh Health Care Services),"# 69-17-2, Block  No. 69,\Nward No. 29, Beside Lalita Nagar Park, \Ngaigolupadu Junction, Kakinada, \Neast Godavari District, Andhra Pradesh, \Nindia&Mdash;533005",Kakinada,Sarpavaram,Andhra Pradesh,533005
Srija Rainbow Childrens  Hospital,"41/823-1-1, Sankarapuram , Kadapah - Ysr",Ysr Kadapa,Cuddapah,Andhra Pradesh,516004
Venkataramana Nursing Home Private Limited,4-370\\Nopposite Rtc Bus Stand\\Nkurnool Road,Prakasam,Ongole,Andhra Pradesh,523001
Sri Keshav Emergency  Multi Speciality Hospital,"Door No:6-156,Konthamuru To Diwancheruvu Road , Kolamuru Village ,Rajamahendravaram Rural, Near Godavari 4 Th Bridge",East Godavari,Rajanagaram,Andhra Pradesh,533102
Dr Kota Reddy Multi Speciality Hospital,10-3-87  Kotareddy Nagar  Kandukur,Nellore,Kandukur,Andhra Pradesh,523105
Arun Kidney Centre,"#29-23-9, Tadepalli Vari Street, Suryaraopet",Krishna,Vijayawada,Andhra Pradesh,520002
Tirumala Hospital,"D.No.6-9-267-24, Near Ramnagar Flyover, Beside Crescent School,Ramnagar Main Road, Anantapuramu",Anantapur,Ananthapur,Andhra Pradesh,515004
Janardani Hospital,"Janardani Hospital, Gowri Sankar Theatre Road, Kothapet",Guntur,Guntur,Andhra Pradesh,522001
Swetha Hospitals,"Danavaipeta, Rajmundy, Dn -68,East Godavari",East Godavari,Rajahmundry,Andhra Pradesh,533103
"Sailaja Multispeciality Hospitals Maternity, Infertility & Trauma Care Centre","7Th Lane, Oppositebus Stand Road, Behind Arya Bhavan Hotel, Gunturuvari Thota",Guntur,Guntur,Andhra Pradesh,522001
Kanumuri Hospitals ,"D.No. 12, Sanakkayala Factory Road,Kothapet,Guntur.",Guntur,Guntur,Andhra Pradesh,522001
Aashraya Multi Specialty Hospital,1-653/3\Nopp Kannan Kalyanamandapam\Nkattamanchi\Nchittoor,Chittoor,Chittoor,Andhra Pradesh,517001
Vijaya Rama Hospital,"8/399,Dr Naga Lakshmi Hospital Old Building,Gandhi Road,Proddatur,Kadapa",Ysr Kadapa,Proddatur,Andhra Pradesh,516360
Crest Hospital (A Unit Of Ramu Diabetes  Multi Speciality Centre),"Pogathota, Nellore, A.P",Nellore,Nellore,Andhra Pradesh,524001
American Oncology Institute ( A Unit Of Cancer Treatment Services Hyderabad Pvt. Ltd.),"D.No.8-102/1, Kanuru, Vijayawada",Krishna,Vijayawada ,Andhra Pradesh,520007
Medicover Hospitals,"Survey No.27, Plot No.05\\\\Nhealth City, Chinagadhili\\\\Narilova,Visakhapatnam-40\\\\N",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530040
Medicover Hospitals (A Unit Of Sahrudaya Healthcare Pvt Ltd),"Adb Road, Panasapudu, Kakinada",Kakinada,Kakinada,Andhra Pradesh,533005
Medicover Hospitals-Unit-1 (Sahrudaya Healthcare P,"#18-1-3,Jagadamba Junction,Kgh Down,Visakhapatnam.",Visakhapatnam,Visakhapatnam,Andhra Pradesh,530002
Medicover Hospital (Sahrudaya Healthcare (Kurnool),Survey No 419/E2 51/1 E3 51/1 E4 Kallur Village Kurnool Andhra Pradesh,Kurnool,Kurnool,Andhra Pradesh,518003
Medicover Hospitals (Abhayanjaneya Healthcare Pvt),"Nh-5,Chintareddypalemcrossroads,Nellore",Nellore,Nellore,Andhra Pradesh,524004
Medicover Hospitals (A Unit Of Sahrudaya Health Care Srikakulam Pvt. Ltd.),"Door No. 16-13-166, 167 Survey No : 73/3 To 16, Byravanipeta, New Bridge Road, Srikakulam",Srikakulam,Srikakulam,Andhra Pradesh,532001
Medicover Hospitals (A Unit Of Sahrudaya Health Care Pvt. Ltd.),"#1-1-83, Venkojipalem, Visakhapatnam-17",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530017
Rainbow Childrens Medicare Private Limited,"Plot No. 15, Health City Layout,  Sy. No. 21 &27,  Part Of Chinnaagadill,  Gvmc Limits, Visakhapatnam",Visakhapatnam ,Visakhapatnam,Andhra Pradesh,530040
Rainbow Children Hospitals  Birth Right By Rainbo,"H.No.48-10-12/2A, Currency Nagar, Opp: Ntr Health University\Nvijayawada-02",Krishna,Vijayawada ,Andhra Pradesh,520008
Venkata Padma Hospital,"#15-1-45, Three Lamps Junction, Ag Road",Vizianagaram,Vizianagaram,Andhra Pradesh,535002
Manipal Hospital Vijayawada,"Manipal Hospital Vijayawada,Tadepalli,Near Varadhi,Vijayawada -522501",Krishna,Vijayawada  ,Andhra Pradesh,522501
Vgr Diabetes Specialities Hospital,"#40-5-19/23, As Ramarao Road, Moghalrajpuram",Krishna,Vijayawada,Andhra Pradesh,520010
